도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
나눔작은도서관,경상남도,양산시,작은도서관,"일요일, 법정공휴일",11:00,18:00,11:00,18:00,00:00,00:00,30,1581,0,0,3,7,경상남도 양산시 평산로 116-1,,,30,30,http://lib.yangsan.go.kr,35.382606,129.141964,2021-10-07,5380000,경상남도 양산시
동화마을작은도서관,경상남도,양산시,작은도서관,"토요일, 법정공휴일",10:00,16:00,00:00,00:00,00:00,00:00,58,2005,0,0,3,7,경상남도 양산시 물금읍 야리로 50,,,143,143,http://lib.yangsan.go.kr,35.315644,129.002424,2021-10-07,5380000,경상남도 양산시
정산도서관,충청남도,청양군,공공도서관,"매주 월요일, 정부에서 지정하는 공휴일, 국경일",09:00,21:00,09:00,21:00,09:00,18:00,120,37934,20,832,37934,14,충청남도 청양군 정산면 역말길 5-5,충청남도 청양군,041-940-2555,6616,1762,http://lib.cheongyang.go.kr,36.41292247,126.9513219,2021-10-13,4590000,충청남도 청양군
시립중앙도서관,경기도,광주시,공공도서관,매주 월요일+국가지정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,798,306999,207,15980,7,14,경기도 광주시 문화로 82,경기도 광주시청,031-760-5678,7726,4826,http://lib.gjcity.go.kr,37.41063314,127.2531348,2021-10-05,5540000,경기도 광주시
오포도서관,경기도,광주시,공공도서관,매주 금요일+국가지정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,371,101098,77,4038,7,14,경기도 광주시 오포읍 오포로885,경기도 광주시청,031-760-5697,2566,1580,http://lib.gjcity.go.kr,37.3693774,127.2313694,2021-10-05,5540000,경기도 광주시
초월도서관,경기도,광주시,공공도서관,매주 금요일+국가지정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,549,97937,78,2427,7,14,경기도 광주시 초월읍 무들로 3-26,경기도 광주시청,031-760-5688,4427,2947,http://lib.gjcity.go.kr,37.38738172,127.2910941,2021-10-05,5540000,경기도 광주시
곤지암도서관,경기도,광주시,공공도서관,매주 월요일+국가지정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,297,94346,79,4295,7,14,경기도 광주시 곤지암읍 곤지암로 11번길 47,경기도 광주시청,031-760-5666,3958,1665,http://lib.gjcity.go.kr,37.34906936,127.3410158,2021-10-05,5540000,경기도 광주시
광주아름다운작은도서관,광주광역시,북구,작은도서관,없음,10:00,18:00,10:00,18:00,00:00,00:00,20,3500,0,0,3,7,광주광역시 북구 일곡마을로 78(일곡동),,062-572-0309,,82.5,,35.20557171,126.8925799,2021-06-28,3620000,광주광역시 북구
그리심문고,광주광역시,북구,작은도서관,매주 일요일,10:00,18:00,09:00,18:00,00:00,00:00,62,4000,0,0,3,7,광주광역시 북구 풍동길 20(풍향동),,062-515-8209,,99,,35.16605338,126.9216977,2021-06-28,3620000,광주광역시 북구
기쁘고즐거운도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,20:00,10:00,18:00,00:00,00:00,30,2500,2,0,3,7,"광주광역시 북구 북문대로 7, 1층(운암동)",,062-401-4800,,91.11,,35.17329157,126.8838667,2021-06-28,3620000,광주광역시 북구
분성아이파크작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,09:30,18:30,09:00,17:00,00:00,00:00,20,8503,4,0,7,14,"경상남도 김해시 삼계로 232, 관리동 지하1층(삼계동, 현대분성마을아이파크1차아파트)",경상남도 김해시청,055-331-5301,,125,http://lib.gimhae.go.kr,35.26743578,128.8692348,2022-06-15,5350000,경상남도 김해시
불암동작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,34,10562,25,150,7,14,"경상남도 김해시 식만로 389-5, 선암마을회관 3층(불암동)",경상남도 김해시청,055-336-7879,,138,http://lib.gimhae.go.kr,35.22241654,128.9259754,2022-06-15,5350000,경상남도 김해시
삼계로얄작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,28,11696,3,453,7,14,"경상남도 김해시 가야로 58-1, 관리동 2층(삼계동, 동원로얄듀크아파트)",경상남도 김해시청,055-311-2151,,135,http://lib.gimhae.go.kr,35.26943833,128.8668753,2022-06-15,5350000,경상남도 김해시
삼계푸르지오작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,10:00,18:00,09:00,17:00,00:00,00:00,45,9932,4,280,7,14,"경상남도 김해시 가야로 19, 관리동 2층 (삼계동, 분성마을5단지푸르지오아파트)",경상남도 김해시청,055-339-7870,,158,http://lib.gimhae.go.kr,35.27235791,128.862689,2022-06-15,5350000,경상남도 김해시
생각이크는작은도서관,경상남도,김해시,작은도서관,매주수요일+일요일+국가지정공휴일,09:30,18:30,09:30,18:30,00:00,00:00,15,9605,0,1,7,14,"경상남도 김해시 진영읍 김해대로361번길 31, 관리동 지하1층(진영자이아파트)",경상남도 김해시청,070-7774-4406,,118,http://lib.gimhae.go.kr,35.30906213,128.7284535,2022-06-15,5350000,경상남도 김해시
생림작은도서관,경상남도,김해시,작은도서관,매주월요일+토요일+일요일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,6,3128,3,43,7,14,"경상남도 김해시 생림면 봉림로 34-10, 생림복지센터 1층(생림면)",경상남도 김해시청,055-321-0308,,33,http://lib.gimhae.go.kr,35.32773042,128.8495091,2022-06-15,5350000,경상남도 김해시
석봉마을작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,24,5554,5,1,7,14,"경상남도 김해시 금관대로599번길 11-1, 대동1단지 복리동2층(무계동)",경상남도 김해시청,070-8165-0213,,122,http://lib.gimhae.go.kr,35.20250847,128.8131045,2022-06-15,5350000,경상남도 김해시
소리작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,50,8393,25,234,7,14,"경상남도 김해시 가락로94번길 7, 중앙상가빌딩 2층(서상동)",경상남도 김해시청,055-314-3657,,255,http://lib.gimhae.go.kr,35.23517632,128.8820843,2022-06-15,5350000,경상남도 김해시
시호미래작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,30,9989,5,52,7,14,"경상남도 김해시 한림면 한림로 369, 한림면사무소 2층",경상남도 김해시청,055-346-7274,,159,http://lib.gimhae.go.kr,35.32036277,128.8022153,2022-06-15,5350000,경상남도 김해시
안동문화의집작은도서관,경상남도,김해시,작은도서관,매주월요일+토요일+일요일+국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,25,4990,0,0,7,14,경상남도 김해시 삼안로 72,경상남도 김해시청,055-330-3225,,171,http://lib.gimhae.go.kr,35.23562795,128.9179039,2022-06-15,5350000,경상남도 김해시
우리작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,27,11182,9,0,7,14,"경상남도 김해시 삼문로 88, 복리동 2층(삼문동, 갑오마을11단지부영그린타운아파트)",경상남도 김해시청,055-312-3342,,115,http://lib.gimhae.go.kr,35.19109356,128.8072719,2022-06-15,5350000,경상남도 김해시
월산주공작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,30,12853,0,0,7,14,경상남도 김해시 월산로 103,경상남도 김해시청,055-311-0261,,118,http://lib.gimhae.go.kr,35.20408651,128.8030146,2022-06-15,5350000,경상남도 김해시
유토피아작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,35,7806,28,146,7,14,"경상남도 김해시 인제로 167, 관리동 2층(어방동, 대우유토피아)",경상남도 김해시청,055-312-1300,,179,http://lib.gimhae.go.kr,35.24295841,128.8994583,2022-06-15,5350000,경상남도 김해시
율하e편한작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,25,8167,3,104,7,14,"경상남도 김해시 율하2로 198, 휘트니스센터 1층(율하동, 율현마을율하e-편한세상)",경상남도 김해시청,055-905-1154,,125,http://lib.gimhae.go.kr,35.17092694,128.8215754,2022-06-15,5350000,경상남도 김해시
이안나누리작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,26,9333,3,121,7,14,"경상남도 김해시 해반천로278번길 12-27, 커뮤니티센터 1층(삼계동, 삼계이안아파트)",경상남도 김해시청,070-8168-0648,,129,http://lib.gimhae.go.kr,35.27421093,128.8677198,2022-06-15,5350000,경상남도 김해시
일동한신꿈나무작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,20,7454,23,0,7,14,"경상남도 김해시 분성로 14, 일동한신아파트 관리동 2층(외동)",경상남도 김해시청,055-322-4141,,190,http://lib.gimhae.go.kr,35.2291649,128.8489262,2022-06-15,5350000,경상남도 김해시
장유대우작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,09:00,18:00,09:00,17:00,00:00,00:00,36,15756,23,1,7,14,"경상남도 김해시 팔판로 71, 복리동 2층(관동동, 팔판마을5단지푸르지오아파트)",경상남도 김해시청,055-312-4489,,182,http://lib.gimhae.go.kr,35.176762,128.7946791,2022-06-15,5350000,경상남도 김해시
장유도서관,경상남도,김해시,공공도서관,마지막주 월요일+국가지정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,600,14673,82,6762,7,14,경상남도 김해시 대청로176번길 7(대청동),경상남도 김해시청,055-330-7461,,6901,http://lib.gimhae.go.kr,35.19135403,128.7970325,2022-06-15,5350000,경상남도 김해시
젤미작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,23,172783,2,1,7,14,"경상남도 김해시 능동로 32, 관리동 지하1층(삼문동, 부영그린타운아파트4단지)",경상남도 김해시청,055-313-4149,,157,http://lib.gimhae.go.kr,35.19627522,128.7983262,2022-06-15,5350000,경상남도 김해시
주촌디딤돌작은도서관,경상남도,김해시,작은도서관,매주월요일+일요일+국가지정공휴일,10:00,18:00,09:00,17:00,00:00,00:00,15,7656,23,0,7,14,"경상남도 김해시 주촌면 서부로1637번길 15, 주촌복지관 2층",경상남도 김해시청,055-329-0079,,107,http://lib.gimhae.go.kr,35.23813949,128.8308035,2022-06-15,5350000,경상남도 김해시
쌍용도서관,충청남도,천안시,공공도서관,첫째 주 월+셋째 주 월+국가지정공휴일,08:00,22:00,08:00,22:00,00:00,00:00,404,176110,97,4465,10,14,충청남도 천안시 서북구 월봉4로 153,충청남도 천안시청,041-521-3731,5631,4792,http://www.cheonan.go.kr/lib.do,36.80040792,127.1146491,2022-05-31,4490000,충청남도 천안시
소주동작은도서관,경상남도,양산시,작은도서관,"토요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,42,6789,0,0,3,14,경상남도 양산시 소주회야1길 5-26,,055-392-6773,49,49,http://lib.yangsan.go.kr,35.407386,129.1578165,2021-10-07,5380000,경상남도 양산시
동원비스타마을작은도서관,경상남도,양산시,작은도서관,"토요일, 법정공휴일",14:00,18:00,00:00,00:00,00:00,00:00,31,2226,0,0,5,7,경상남도 양산시 물금읍 범구로 28,,,60,594,http://lib.yangsan.go.kr,35.326421,129.013298,2021-10-07,5380000,경상남도 양산시
아이비북스작은도서관,경상남도,양산시,작은도서관,"토요일, 법정공휴일",09:30,18:00,00:00,00:00,00:00,00:00,24,1018,0,0,2,7,경상남도 양산시 동면 금오13길 38,,,66,66,http://lib.yangsan.go.kr,35.319407,129.026417,2021-10-07,5380000,경상남도 양산시
이지더원2차그랜드파크작은도서관,경상남도,양산시,작은도서관,"토요일, 법정공휴일",13:00,17:00,00:00,00:00,00:00,00:00,70,2759,0,0,5,14,경상남도 양산시 물금읍 물금로 75,,,313,313,http://lib.yangsan.go.kr,35.314407,128.992232,2021-10-07,5380000,경상남도 양산시
동원누리작은도서관,경상남도,양산시,작은도서관,"토요일, 법정공휴일",14:00,18:00,00:00,00:00,00:00,00:00,44,1417,0,0,5,7,경상남도 양산시 동면 금오15길 9,,055-363-7557,71,71,http://lib.yangsan.go.kr,35.317229,129.024423,2021-10-07,5380000,경상남도 양산시
가온작은도서관,경상남도,양산시,작은도서관,"토요일, 법정공휴일",10:00,17:00,00:00,00:00,00:00,00:00,53,1053,0,0,0,0,경상남도 양산시 물금읍 새실로 115,,,176,176,http://lib.yangsan.go.kr,35.312593,129.000221,2021-10-07,5380000,경상남도 양산시
대방7차메가시티작은도서관,경상남도,양산시,작은도서관,월요일,10:00,22:30,10:00,22:30,10:00,22:30,65,1018,0,0,5,7,경상남도 양산시 물금읍 새실로 11,,,159,159,http://lib.yangsan.go.kr,35.316128,128.994085,2021-10-07,5380000,경상남도 양산시
이지더원리버포레작은도서관,경상남도,양산시,작은도서관,"토요일, 법정공휴일",13:00,19:00,00:00,00:00,00:00,00:00,37,1003,0,0,10,7,경상남도 양산시 동면 금오16길 100,,,92,92,http://lib.yangsan.go.kr,35.322582,129.025973,2021-10-07,5380000,경상남도 양산시
대방연리지작은도서관,경상남도,양산시,작은도서관,"일요일, 법정공휴일",14:00,18:00,14:00,16:00,00:00,00:00,52,4470,0,0,3,7,경상남도 양산시 물금읍 야리로76,,,127,127,http://lib.yangsan.go.kr,35.313233,129.004502,2021-10-07,5380000,경상남도 양산시
이지더원5차작은도서관,경상남도,양산시,작은도서관,"토요일, 법정공휴일",16:00,20:00,00:00,00:00,00:00,00:00,48,1002,0,0,3,14,경상남도 양산시 물금읍 물금로 57,,,166,166,http://lib.yangsan.go.kr,35.310269,128.989723,2021-10-07,5380000,경상남도 양산시
인천광역시교육청부평도서관,인천광역시,부평구,공공도서관,목,06:00,22:00,06:00,22:00,06:00,22:00,1051,261415,95,17017,5,15,인천광역시 부평구 경원대로 1191,인천광역시교육청부평도서관,032-510-7300,5663,3374,https://lib.ice.go.kr/bupyeong,37.48499721,126.7045879,2022-08-20,7310504,인천광역시교육청 인천광역시교육청부평도서관
지혜의샘,광주광역시,서구,작은도서관,매주목요일,09:00,18:00,09:00,18:00,09:00,18:00,40,6500,0,0,5,7,광주광역시 서구 풍암중앙로 86번길 2,,062-652-1279,,221,,35.1261509,126.8832951,2021-10-26,3600000,광주광역시 서구
지혜의샘터,광주광역시,서구,작은도서관,"매주일요일, 국가지정공휴일",11:00,21:00,11:00,21:00,11:00,21:00,20,2300,2,0,2,7,광주광역시 서구 풍암중앙로 86번길 2,,062-373-0136,,33,,35.1261772344,126.8832640421,2021-10-26,3600000,광주광역시 서구
지혜의쉼터작은도서관,광주광역시,서구,작은도서관,"매주일요일, 국가지정공휴일",09:30,18:00,09:30,18:00,00:00,00:00,60,9000,0,0,3,7,광주광역시 서구 화운로 24 (화정동) 유니버시아드 힐스테이트 3단지,,070-4223-1173,,131.99,,35.14250727,126.8865353,2021-10-26,3600000,광주광역시 서구
책더하기사랑작은도서관,광주광역시,서구,작은도서관,"매주일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,12,17000,0,0,0,0,광주광역시 서구 상무대로 980,광주카톨릭대학교 평생교육원,062-380-2210,,65.75,,35.1502428044,126.8684903912,2021-10-26,3600000,광주광역시 서구
책마을작은도서관,광주광역시,서구,작은도서관,"매주토요일, 매주일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,10,1500,0,0,0,0,광주광역시 서구 상무민주로123번길 9-5,,062-654-3927,,107,,35.16127386,126.8584299569,2021-10-26,3600000,광주광역시 서구
책사랑 작은도서관,광주광역시,서구,작은도서관,"매주 일요일, 국가지정 공휴일",10:00,19:00,10:00,19:00,10:00,19:00,30,4511,0,0,0,0,광주광역시 서구 금호동 마재로 23 중흥아파트 상가 상가동,풍암중흥1단지아파트,062-681-4377,,100,,35.13096453,126.8622871,2021-10-26,3600000,광주광역시 서구
푸른빛작은도서관,광주광역시,서구,작은도서관,국가지정공휴일,09:00,20:00,09:00,20:00,09:00,20:00,20,3600,0,0,3,14,광주광역시 서구 쌍학로 47,쌍촌종합사회복지관,062-375-0035,50,49.5,http://www.ssangchon.or.kr,35.1473817149,126.8688313479,2021-10-26,3600000,광주광역시 서구
